OverallQual,TotalBsmtSF,GarageArea,2ndFlrSF
6,663,125.29128667675323,689.0
5,768,104.66894382493047,408.0
6,715,104.66894382493047,811.0
6,616,169.2409734365902,796.0
6,756,96.01711658951064,713.0
7,384,158.93158533722357,656.0
6,1094,189.13360159170472,0.0
8,1814,267.7414147212788,0.0
5,672,214.02924554988317,252.0
8,1488,199.3618819720111,0.0
6,616,222.17837976803852,1072.0
6,1262,212.81595495318655,0.0
9,1905,276.3481432212814,0.0
7,1153,203.35805204235737,878.0
6,1064,183.81500611877885,0.0
7,941,225.17912493542426,888.0
5,828,125.6338425801286,0.0
4,672,118.74104314640908,252.0
8,1055,309.3538141642572,1208.0
6,1127,203.0512973532939,872.0
7,1242,199.3618819720111,0.0
4,884,104.66894382493047,584.0
7,884,169.88046730242576,1151.0
6,1232,195.656744145139,0.0
7,803,185.38291824630284,866.0
4,576,0.0,348.0
5,894,174.97683375150797,0.0
6,1054,226.97517010690555,1142.0
5,768,157.6322787476711,0.0
4,0,0.0,0.0
5,1040,191.9354495022378,1040.0
5,1040,214.02924554988317,0.0
6,1149,96.01711658951064,467.0
4,641,116.3070782607014,0.0
5,1134,185.69613549229396,0.0
6,832,199.3618819720111,0.0
5,894,153.71950179144716,0.0
5,596,86.06539920909003,596.0
9,1833,271.765673990107,0.0
5,864,121.50885039870528,0.0
5,864,113.1604740566614,0.0
6,1214,192.5568063796144,1031.0
5,849,145.82427470380048,1063.0
6,926,181.29994328687212,678.0
7,868,166.03513381968816,1134.0
5,938,128.36668202088254,0.0
7,912,96.01711658951064,514.0
5,928,158.93158533722357,992.0
5,1098,111.75557997194583,0.0
3,270,0.0,0.0
6,1252,199.3618819720111,0.0
5,1584,277.4910275481075,0.0
9,1498,218.8667798584768,0.0
9,1698,192.5568063796144,0.0
5,1092,125.29128667675323,0.0
9,1746,267.7414147212788,0.0
7,1304,241.22936427448755,983.0
5,768,90.1498504673132,0.0
5,1041,115.26039411369646,0.0
8,967,168.92101897518359,915.0
6,1010,155.67870408690527,1257.0
5,715,82.69054677656092,0.0
5,1216,147.14681671085523,0.0
6,1567,255.0015334099782,0.0
9,1734,341.0231070817772,1088.0
7,689,145.82427470380048,689.0
4,715,148.46664465743382,457.0
6,1151,197.20248965133078,896.0
5,936,120.81826018539869,0.0
7,840,171.7956554807055,880.0
5,1050,138.50013702430306,0.0
6,1114,214.02924554988317,0.0
5,1008,265.43559956673994,0.0
8,1593,245.6438978094613,0.0
5,1214,131.76417054593492,0.0
5,816,113.1604740566614,0.0
5,0,158.93158533722357,0.0
8,1360,278.34748164275913,1360.0
8,1079,246.52461295940628,840.0
5,1097,242.70292012563587,0.0
6,983,166.35635195657164,767.0
6,483,121.50885039870528,504.0
6,981,214.02924554988317,0.0
5,1398,174.02388165686978,0.0
5,816,128.36668202088254,0.0
7,944,227.87196970915937,896.0
6,942,214.02924554988317,1230.0
5,1002,308.5179256489158,0.0
4,721,123.57527844904635,0.0
6,936,210.38459452515934,0.0
8,1713,295.6345014323746,0.0
6,1392,214.02924554988317,0.0
6,912,314.35832424991753,0.0
4,1064,235.61082471326802,0.0
8,1595,223.67990686108948,0.0
6,1184,221.57711733101726,0.0
7,975,214.02924554988317,975.0
5,1086,187.57290763305497,0.0
5,1324,199.3618819720111,504.0
5,768,228.4693863231737,0.0
6,1161,243.88028746953512,0.0
8,1284,235.31426496299736,885.0
3,0,121.16366766297574,0.0
6,1510,196.89356338907015,1208.0
4,936,214.02924554988317,0.0
4,1138,217.65971512952422,0.0
7,1689,322.9346756257686,0.0
4,948,118.74104314640908,0.0
6,756,171.7956554807055,756.0
5,894,174.97683375150797,0.0
7,900,234.42407030252127,920.0
4,0,122.19854533036258,0.0
3,544,0.0,0.0
8,2033,240.93440542582664,1185.0
7,1232,230.8554839487428,0.0
7,1164,199.3618819720111,0.0
5,912,75.07477125761156,336.0
5,747,212.81595495318655,0.0
6,860,171.7956554807055,1100.0
4,546,120.81826018539869,0.0
4,894,158.93158533722357,0.0
7,1453,208.55683961288608,0.0
5,1060,115.26039411369646,0.0
7,1436,185.69613549229396,0.0
5,540,191.9354495022378,0.0
7,880,132.44125551828142,888.0
6,816,169.2409734365902,0.0
7,384,158.93158533722357,656.0
5,1617,126.66023406235274,0.0
7,1356,235.61082471326802,0.0
4,1100,129.7281144578861,0.0
5,816,113.1604740566614,0.0
5,1350,128.36668202088254,0.0
10,1722,291.6879736089275,568.0
5,864,212.81595495318655,0.0
7,1257,175.9285983730833,0.0
4,858,0.0,0.0
6,832,192.5568063796144,878.0
4,732,113.1604740566614,351.0
6,953,178.1448165990542,694.0
5,864,121.50885039870528,0.0
8,1753,197.51130500138387,0.0
6,1477,164.10482103141138,0.0
5,780,185.69613549229396,780.0
5,1626,217.65971512952422,0.0
6,561,178.77685985666471,668.0
8,1566,305.1691439433632,0.0
6,916,178.1448165990542,684.0
5,896,104.66894382493047,448.0
5,1126,203.0512973532939,0.0
5,876,113.1604740566614,0.0
5,616,91.9924700898288,0.0
5,1800,0.0,0.0
6,1505,192.24618548546556,0.0
5,1430,227.5731266375628,0.0
4,1132,175.29422010417184,0.0
6,928,181.29994328687212,836.0
4,0,104.66894382493047,441.0
6,804,137.82996217667554,748.0
7,1346,177.19578676417277,0.0
3,1162,97.47106373006777,0.0
6,756,171.7956554807055,756.0
5,935,121.50885039870528,0.0
6,813,115.26039411369646,0.0
5,896,101.08461108450709,896.0
7,1475,195.037662425226,797.0
5,910,119.43436414508287,648.0
7,832,199.3618819720111,832.0
7,2110,197.51130500138387,0.0
6,824,246.23112161098447,881.0
5,757,137.82996217667554,550.0
5,811,110.34664391399627,576.0
7,976,152.4101891008839,732.0
6,912,171.7956554807055,649.0
5,954,196.89356338907015,648.0
7,915,188.5096795440662,975.0
5,931,192.5568063796144,0.0
7,1212,213.11942602479522,0.0
7,952,242.70292012563587,596.0
5,980,153.71950179144716,0.0
6,1073,181.29994328687212,0.0
4,1056,153.71950179144716,0.0
8,1234,185.69613549229396,0.0
5,630,171.7956554807055,672.0
6,319,0.0,371.0
5,858,214.02924554988317,0.0
9,1175,261.38929776632057,1142.0
5,105,163.46022931063058,0.0
6,780,172.43296361042684,813.0
6,684,158.93158533722357,876.0
5,0,230.25949217268965,0.0
8,1338,215.8462312534775,0.0
5,1188,129.7281144578861,0.0
7,1459,199.05372684431,0.0
7,1306,200.90102491306396,954.0
7,1413,222.7792691321494,0.0
5,996,0.0,0.0
6,1092,191.9354495022378,0.0
7,625,228.76796020710245,625.0
7,864,212.81595495318655,864.0
5,924,118.74104314640908,0.0
6,1199,199.97786495725975,0.0
5,948,125.6338425801286,0.0
5,925,168.2806930917,0.0
5,458,147.80706774076856,0.0
8,1580,224.27986991467162,886.0
7,924,186.6350622295398,941.0
5,1040,212.81595495318655,0.0
10,2633,280.913225760622,0.0
5,993,118.74104314640908,0.0
6,953,178.1448165990542,711.0
6,784,145.82427470380048,0.0
6,1196,182.24402310357215,0.0
4,1134,120.1267672767261,0.0
5,1268,106.09482258861193,0.0
7,1428,184.44253734949083,0.0
6,1041,143.17090463175174,0.0
5,1008,117.00367373524729,0.0
8,1622,296.7598542856521,0.0
6,864,242.99738463883443,864.0
5,952,133.11755017609187,0.0
5,1040,120.81826018539869,0.0
8,1686,194.10819390653978,0.0
7,935,178.77685985666471,0.0
5,1392,199.3618819720111,0.0
5,608,115.26039411369646,0.0
6,742,155.67870408690527,742.0
5,971,125.6338425801286,0.0
6,1029,202.74443636219237,0.0
6,945,0.0,0.0
7,1405,183.81500611877885,0.0
6,959,181.92945462110316,712.0
5,1056,189.13360159170472,0.0
5,0,242.70292012563587,720.0
6,918,113.1604740566614,0.0
5,1437,199.3618819720111,0.0
6,1069,171.7956554807055,0.0
6,727,172.11437711389465,727.0
7,817,193.79814443824446,1070.0
8,1935,306.5654906218493,0.0
7,710,210.38459452515934,1080.0
6,848,165.3922700211472,0.0
7,384,158.93158533722357,670.0
5,1056,111.75557997194583,0.0
5,864,185.69613549229396,0.0
6,1032,210.38459452515934,0.0
5,961,138.50013702430306,0.0
5,1235,184.44253734949083,0.0
7,910,256.45649464381097,0.0
6,483,113.1604740566614,504.0
6,975,191.9354495022378,0.0
5,1006,0.0,0.0
5,780,0.0,780.0
7,860,210.68886573327728,0.0
4,960,128.36668202088254,0.0
7,1604,239.16290619689397,0.0
8,2217,227.5731266375628,0.0
6,1844,203.0512973532939,0.0
6,799,152.4101891008839,772.0
7,1468,214.33232150772866,0.0
5,1499,199.66992792814125,167.0
6,1240,138.50013702430306,0.0
8,866,214.63529919475067,902.0
5,1096,125.29128667675323,0.0
7,791,203.66470066224232,857.0
6,660,175.9285983730833,688.0
7,728,162.16929483444702,728.0
5,1484,132.10281218751106,0.0
6,1682,204.27768062123081,0.0
6,808,155.3525639523848,785.0
5,1008,121.50885039870528,0.0
6,855,171.7956554807055,586.0
8,1710,298.44604860148644,0.0
7,948,179.09268948682254,888.0
6,725,182.87278726075365,754.0
7,723,148.1369401910093,0.0
7,654,167.31915609547576,0.0
8,1520,235.61082471326802,0.0
5,980,128.36668202088254,0.0
8,1085,266.30081721517183,850.0
8,1453,265.43559956673994,1357.0
8,1470,249.7477560028295,0.0
5,1105,184.44253734949083,1169.0
6,1261,169.56078941939856,0.0
5,1486,184.44253734949083,0.0
5,773,104.66894382493047,0.0
6,1319,178.77685985666471,0.0
7,866,204.89023907447597,913.0
4,950,0.0,0.0
6,848,165.3922700211472,0.0
6,780,89.4104052321132,596.0
6,729,171.7956554807055,729.0
4,440,0.0,0.0
6,729,171.7956554807055,729.0
5,864,171.7956554807055,0.0
7,832,167.63980869978184,833.0
5,1390,224.57971335105455,0.0
4,864,214.02924554988317,0.0
6,528,194.41812988555137,761.0
6,1606,226.07755674920392,0.0
6,612,199.3618819720111,612.0
5,928,121.50885039870528,0.0
4,0,0.0,720.0
7,728,204.89023907447597,809.0
6,708,272.9129443903831,708.0
8,1058,261.38929776632057,846.0
5,936,128.36668202088254,0.0
6,716,175.6114748630679,840.0
4,864,158.93158533722357,0.0
7,1654,307.960377490542,0.0
5,816,214.02924554988317,0.0
8,1252,295.6345014323746,1097.0
4,1067,170.519410274896,0.0
6,0,202.74443636219237,584.0
7,1374,165.3922700211472,0.0
7,1195,186.3222071889094,644.0
