2ndFlrSF,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,GarageArea,TotalBsmtSF,YearBuilt
,GLQ,980,92,551,1112,1987
0.0,LwQ,616,0,205,616,1921
0.0,LwQ,210,219,308,980,1952
0.0,GLQ,553,224,336,894,1965
0.0,,16,1375,530,1391,2004
0.0,GLQ,1274,526,765,1800,2002
0.0,Unf,0,1164,528,1164,1969
1312.0,Unf,0,1234,666,1234,2006
,Unf,0,360,672,360,1900
0.0,GLQ,712,761,606,1473,2004
720.0,None,0,0,0,0,1930
0.0,GLQ,1219,424,739,1643,1971
,GLQ,863,461,550,1324,2006
728.0,Unf,0,728,400,728,2007
0.0,Unf,0,876,408,876,1966
0.0,Unf,0,270,0,270,1935
319.0,Unf,0,859,384,859,1900
0.0,GLQ,767,461,472,1228,1988
0.0,ALQ,789,171,576,960,1970
754.0,GLQ,533,192,475,725,1976
0.0,Unf,0,1064,478,1064,1974
978.0,,0,718,704,718,1890
0.0,BLQ,1084,92,439,1176,1973
1093.0,GLQ,1173,138,983,1311,1993
0.0,,523,448,300,971,1969
0.0,GLQ,1148,594,564,1742,1985
0.0,GLQ,662,186,420,848,2004
0.0,ALQ,191,673,463,864,1970
,Unf,0,941,548,941,1954
0.0,GLQ,1234,464,768,1698,2007
0.0,,375,250,660,864,1970
0.0,GLQ,808,72,540,880,1988
,GLQ,724,508,632,1232,2007
,Unf,0,1584,888,1584,1958
0.0,BLQ,152,628,539,780,1925
0.0,GLQ,1180,415,608,1595,1995
0.0,GLQ,786,82,438,868,2003
878.0,ALQ,252,901,541,1153,1998
0.0,BLQ,594,270,264,864,1961
0.0,Unf,0,948,300,948,1968
888.0,,390,490,320,880,1914
0.0,,0,0,400,0,1950
900.0,Unf,0,893,800,893,2005
0.0,GLQ,1200,0,0,1200,1987
864.0,Unf,0,864,572,864,2004
664.0,Unf,0,264,360,264,1910
0.0,GLQ,832,80,288,912,1961
0.0,,0,1349,539,1349,2000
0.0,ALQ,444,76,480,520,1963
0.0,GLQ,733,604,462,1337,1993
1540.0,GLQ,575,487,831,1142,1976
1276.0,GLQ,300,652,554,952,2000
1320.0,Unf,0,1240,864,1240,1880
,GLQ,919,801,527,1720,1996
441.0,None,0,0,240,0,1945
348.0,Unf,0,576,0,576,1910
660.0,Unf,0,660,400,660,2003
0.0,GLQ,1200,279,576,1479,1997
1060.0,Unf,0,1030,878,1030,2005
,GLQ,439,115,440,1026,1969
729.0,GLQ,381,348,440,729,1999
902.0,GLQ,20,846,578,866,2007
714.0,Rec,438,234,440,672,1978
,ALQ,549,195,440,744,1999
1203.0,LwQ,56,1198,752,1318,1995
0.0,Rec,612,252,300,864,1959
0.0,LwQ,405,740,440,1145,1924
783.0,GLQ,24,732,614,756,2009
1097.0,GLQ,1163,89,856,1252,1999
0.0,LwQ,437,0,481,1494,1995
0.0,Unf,0,1498,592,1498,2008
734.0,,394,586,496,980,1988
767.0,ALQ,660,323,423,983,1940
0.0,GLQ,24,1836,484,1860,2004
1589.0,ALQ,1416,234,841,1650,2003
0.0,GLQ,685,173,576,858,1982
0.0,LwQ,836,0,396,836,1951
0.0,ALQ,422,480,672,1029,1976
0.0,Rec,456,456,275,912,1958
0.0,Unf,0,1935,895,1935,2006
0.0,GLQ,866,338,412,1204,1998
0.0,GLQ,20,1594,865,1614,2005
0.0,ALQ,762,102,440,864,1974
0.0,None,0,0,630,0,1977
0.0,GLQ,975,0,504,975,1977
0.0,Unf,0,1237,402,1237,1995
,ALQ,387,374,484,761,1992
0.0,Unf,0,1413,605,1413,2001
0.0,GLQ,1097,0,602,1097,1978
742.0,Unf,0,742,0,742,1914
0.0,Rec,251,491,457,1372,1967
686.0,LwQ,686,0,416,686,1915
1128.0,GLQ,656,300,618,956,2004
0.0,Unf,0,901,281,901,1954
1111.0,LwQ,568,264,444,832,1966
0.0,GLQ,16,1129,397,1145,2005
0.0,ALQ,539,490,539,1029,1976
886.0,,862,255,455,1117,1996
0.0,Unf,0,1496,474,1496,2007
809.0,Unf,0,712,409,712,1994
676.0,Unf,0,650,476,650,1980
0.0,Unf,0,660,528,660,1977
0.0,,570,203,240,773,1953
1174.0,Unf,0,1926,820,1926,2008
787.0,ALQ,569,162,240,731,1937
1072.0,GLQ,462,154,603,616,1997
0.0,LwQ,197,999,440,1196,1916
728.0,GLQ,648,80,410,728,2005
1088.0,Unf,0,1734,1020,1734,2008
0.0,LwQ,812,124,286,936,1954
0.0,,0,1417,554,1417,2008
,,400,100,384,980,1967
504.0,GLQ,1309,15,528,1324,1923
0.0,ALQ,516,380,484,1024,1966
1063.0,Unf,0,849,360,849,1898
0.0,ALQ,663,0,484,1040,1974
0.0,GLQ,662,186,420,848,2004
0.0,Unf,0,540,504,540,1952
0.0,Rec,608,834,301,1442,1958
564.0,Unf,0,686,280,686,1918
0.0,Unf,0,1649,598,1649,1998
0.0,BLQ,486,522,275,1008,1954
0.0,GLQ,1218,350,857,1568,2002
0.0,,504,506,440,1010,1971
,,733,625,484,1358,2009
,Unf,0,798,595,798,2003
0.0,Unf,0,936,576,936,1953
886.0,Unf,0,847,433,847,2003
545.0,Unf,0,778,240,778,1940
0.0,Unf,0,1489,776,1489,2006
,GLQ,1636,442,1220,2078,2007
0.0,ALQ,784,0,0,784,1924
0.0,GLQ,20,1434,527,1454,2001
966.0,LwQ,249,0,538,1013,1967
623.0,Unf,0,600,480,600,2005
0.0,Rec,1040,352,458,1392,1957
600.0,Unf,0,600,480,600,2005
888.0,GLQ,483,458,613,941,2003
0.0,Rec,196,975,472,1516,1964
0.0,Rec,572,572,456,1144,1961
0.0,BLQ,442,625,436,1067,1950
0.0,Rec,338,1221,812,1559,1948
504.0,BLQ,330,153,264,483,1973
0.0,Unf,0,1099,352,1099,1995
432.0,BLQ,352,416,240,768,1946
672.0,BLQ,156,516,400,672,1925
581.0,Unf,0,650,686,650,1904
0.0,Rec,312,276,490,1127,1966
0.0,Unf,0,1800,0,1800,1961
540.0,Unf,0,876,720,876,1915
0.0,ALQ,1390,0,611,1390,1975
769.0,ALQ,513,227,425,740,1993
0.0,BLQ,460,404,338,864,1972
1051.0,Unf,0,907,360,907,1908
761.0,Unf,0,528,512,528,1976
0.0,GLQ,659,189,420,848,2003
0.0,Unf,0,1273,400,1273,2003
728.0,Rec,364,554,240,918,1941
0.0,,564,563,645,1127,1964
0.0,ALQ,306,372,454,1763,1955
0.0,ALQ,659,381,260,1040,1962
0.0,GLQ,505,0,576,940,1978
779.0,Unf,0,702,343,702,1994
0.0,Unf,0,1090,479,1090,1976
1142.0,BLQ,619,435,619,1054,1968
514.0,Unf,0,912,216,912,1918
0.0,BLQ,841,198,504,1039,1965
,GLQ,338,702,480,1040,1984
0.0,BLQ,1148,0,672,1148,1959
,Unf,0,1372,529,1372,2007
0.0,BLQ,828,174,902,1002,1970
0.0,,0,1638,870,1638,2006
0.0,ALQ,932,108,544,1040,1961
720.0,None,0,0,672,0,1948
887.0,GLQ,750,300,574,1050,1993
0.0,Unf,0,894,308,894,1962
878.0,GLQ,505,299,523,804,1998
0.0,Unf,0,105,414,105,1953
0.0,Rec,375,457,288,832,1949
455.0,Unf,0,676,200,676,1941
1426.0,GLQ,64,1120,550,1184,2007
0.0,ALQ,633,431,648,1064,1963
,GLQ,1170,292,738,1462,2004
0.0,ALQ,899,210,576,1109,1961
0.0,ALQ,646,218,336,864,1978
0.0,ALQ,980,110,450,1090,2005
530.0,LwQ,902,254,400,1156,1990
785.0,Unf,0,808,389,808,1992
795.0,Unf,0,795,440,795,1912
0.0,BLQ,432,460,288,892,1967
0.0,GLQ,1238,460,506,1698,1999
0.0,LwQ,528,1098,588,1626,1959
521.0,Unf,0,816,300,816,1955
0.0,ALQ,351,1043,621,2217,1970
0.0,,1024,481,505,1505,1953
252.0,,0,672,576,672,1949
765.0,LwQ,226,192,440,918,1978
0.0,GLQ,663,396,264,1059,1963
0.0,BLQ,1064,319,354,1383,1954
0.0,None,0,0,400,0,1979
813.0,BLQ,400,380,483,780,1963
0.0,ALQ,285,666,327,951,1936
1120.0,None,0,0,528,0,1979
0.0,GLQ,2188,142,820,2330,2009
0.0,BLQ,465,447,288,912,1961
0.0,ALQ,322,536,684,858,1971
0.0,BLQ,860,132,756,992,1957
702.0,Unf,0,783,393,783,2003
0.0,Unf,0,1670,690,1670,2006
0.0,GLQ,599,277,288,876,1967
0.0,Rec,354,412,280,1056,1954
0.0,GLQ,63,1560,865,1623,2006
1037.0,Rec,223,794,180,1017,1936
0.0,BLQ,301,239,484,864,1983
742.0,Unf,0,742,390,742,2005
1169.0,Rec,443,662,480,1105,1960
0.0,ALQ,196,1072,252,1268,1977
0.0,Rec,489,279,450,768,1925
1001.0,BLQ,284,717,871,1001,1949
612.0,GLQ,294,318,528,612,2009
546.0,Unf,0,546,286,546,1970
0.0,BLQ,50,430,308,480,1949
0.0,ALQ,1059,75,284,1134,1956
1215.0,BLQ,48,422,833,1104,1991
0.0,ALQ,528,245,601,1184,1958
785.0,GLQ,814,114,471,928,1994
928.0,ALQ,1084,188,0,1272,1900
0.0,GLQ,28,1288,397,1316,2005
0.0,LwQ,165,598,533,1604,1993
0.0,BLQ,625,0,612,1686,1980
0.0,ALQ,767,266,540,1126,1977
1140.0,Unf,0,1181,656,1181,2003
880.0,BLQ,552,280,486,832,1968
0.0,Unf,0,1753,522,1753,2001
1243.0,Unf,0,964,642,964,1997
,GLQ,16,1450,610,1466,2007
0.0,BLQ,338,121,429,925,1965
0.0,Unf,0,1905,788,1905,2006
0.0,GLQ,20,1480,570,1500,2004
0.0,GLQ,425,160,505,585,1960
0.0,Unf,0,600,528,600,1926
0.0,,833,343,555,1176,2003
858.0,GLQ,341,772,689,1113,2005
571.0,GLQ,464,927,868,1391,2006
1196.0,Unf,0,1032,349,1032,1940
0.0,Rec,936,396,574,1728,1976
1038.0,ALQ,772,220,390,992,1999
0.0,,1440,0,0,1440,1977
0.0,Unf,0,1632,576,1632,1967
0.0,GLQ,111,354,525,819,1958
561.0,LwQ,1088,0,456,1088,1890
0.0,,748,102,796,1144,1959
0.0,GLQ,1300,316,808,1616,2002
840.0,Unf,0,936,474,936,2002
0.0,ALQ,982,179,676,1161,1972
0.0,ALQ,398,317,720,864,1950
0.0,BLQ,641,187,300,828,1965
0.0,,660,108,396,768,1972
800.0,,562,29,530,784,1969
0.0,,945,0,0,945,1975
979.0,Rec,484,495,492,979,1946
668.0,ALQ,285,276,462,561,1980
0.0,Rec,417,640,576,1057,1962
0.0,GLQ,699,638,531,1337,2003
720.0,ALQ,604,92,484,696,1999
0.0,BLQ,696,162,0,858,1958
1330.0,ALQ,896,434,619,1330,1977
744.0,,556,248,440,804,1976
0.0,Unf,0,1800,702,1800,2007
1070.0,GLQ,624,193,510,817,2002
701.0,,0,783,393,783,2005
332.0,Rec,428,300,256,728,1940
0.0,ALQ,902,196,260,1098,1955
,Unf,0,600,0,600,1910
0.0,ALQ,513,75,264,588,1958
472.0,Unf,0,720,0,720,1949
862.0,GLQ,567,197,474,764,2003
0.0,Unf,0,918,264,918,1979
0.0,Unf,0,1428,480,1428,2007
883.0,Unf,0,728,532,728,1910
709.0,GLQ,641,32,490,673,2000
0.0,Unf,0,440,0,440,1923
0.0,GLQ,1106,135,569,1241,2006
0.0,,552,342,400,894,1954
0.0,Rec,651,470,480,1121,1963
0.0,ALQ,867,77,588,944,1961
1336.0,GLQ,854,371,676,1225,1998
0.0,Unf,0,1266,388,1266,2007
1141.0,Unf,0,1128,779,1128,2002
432.0,None,0,0,539,0,1977
0.0,ALQ,1040,124,240,1164,1950
634.0,Unf,0,485,255,485,1910
0.0,GLQ,1646,284,606,1930,2009
912.0,LwQ,156,692,551,848,1976
798.0,Unf,0,770,614,770,2006
985.0,GLQ,1074,322,870,1396,1997
826.0,BLQ,216,700,424,916,1882
831.0,BLQ,536,169,440,822,1964
750.0,Unf,0,750,564,750,2005
,GLQ,1172,528,786,1700,2006
456.0,ALQ,384,363,305,747,1946
0.0,Rec,915,135,368,1050,1961
0.0,Unf,0,1442,615,1442,1970
0.0,Unf,0,1007,210,1007,1922
0.0,GLQ,686,501,632,1187,2006
0.0,None,0,0,528,0,1952
0.0,Unf,0,691,216,691,1920
0.0,GLQ,24,1550,824,1574,2006
0.0,Unf,0,1680,528,1680,1976
0.0,GLQ,16,1330,457,1346,2005
0.0,GLQ,595,390,328,985,1977
0.0,LwQ,1237,420,484,1657,1970
,BLQ,273,0,286,546,1970
0.0,Unf,0,1710,550,1710,2004
0.0,Unf,0,1008,0,1008,1926
551.0,Unf,0,720,312,720,1948
0.0,None,0,0,0,0,1965
602.0,Unf,0,602,180,602,1923
0.0,,247,310,280,1022,1910
0.0,BLQ,336,746,240,1082,1948
855.0,GLQ,643,167,528,810,2001
0.0,GLQ,690,814,478,1504,1996
0.0,GLQ,1036,184,565,1220,1984
670.0,Unf,0,384,402,384,1991
0.0,GLQ,16,1346,440,1362,2005
0.0,GLQ,1024,108,451,1132,2005
0.0,GLQ,684,515,632,1199,2006
336.0,LwQ,324,588,160,912,1930
0.0,GLQ,16,1330,437,1346,2005
0.0,ALQ,1165,0,665,1565,1976
0.0,LwQ,138,276,461,882,1972
0.0,Rec,697,571,461,1268,1960
0.0,GLQ,1513,125,800,1638,2007
408.0,Rec,368,359,240,768,1941
546.0,BLQ,317,355,264,672,1972
980.0,Unf,0,686,0,686,1916
998.0,GLQ,523,301,672,824,1920
1168.0,GLQ,1012,326,796,1338,1993
0.0,GLQ,986,668,900,1654,2002
0.0,Unf,0,920,240,920,1938
0.0,None,0,0,290,0,1957
0.0,GLQ,1022,598,912,1620,2007
1208.0,Unf,0,1055,905,1055,2001
546.0,Unf,0,546,0,546,1970
,GLQ,509,121,286,630,1970
0.0,Rec,168,284,484,1134,1957
832.0,GLQ,400,336,484,800,1966
0.0,ALQ,900,406,624,1306,2005
797.0,GLQ,1085,390,514,1475,1990
0.0,ALQ,1104,1420,542,2524,1981
0.0,None,0,0,452,0,1955
876.0,GLQ,240,1752,716,1992,2005
0.0,GLQ,686,304,672,990,1994
0.0,None,0,0,336,0,1960
0.0,,0,0,308,0,1946
0.0,Unf,0,1302,436,1302,2007
0.0,,0,1316,440,1316,2007
850.0,Rec,442,374,540,816,1964
0.0,Rec,383,833,364,1216,1957
898.0,GLQ,932,133,586,1065,2002
0.0,ALQ,644,549,478,1193,1976
0.0,GLQ,659,705,484,1364,2005
871.0,GLQ,595,378,467,973,1994
1054.0,GLQ,936,168,836,1104,2008
895.0,Rec,297,0,432,854,1932
0.0,GLQ,616,722,582,1338,2001
0.0,Unf,0,894,1248,894,1935
915.0,Unf,0,662,560,662,1900
0.0,BLQ,397,706,440,1103,1925
0.0,BLQ,740,184,480,1154,1966
954.0,GLQ,1201,105,533,1306,1996
772.0,Unf,0,799,380,799,1993
813.0,GLQ,674,0,442,780,1964
1230.0,ALQ,837,105,576,942,1973
0.0,ALQ,220,625,576,845,1949
0.0,BLQ,586,462,286,1048,1956
727.0,Rec,298,429,441,727,1968
454.0,Unf,0,810,280,810,1948
728.0,BLQ,535,155,440,690,1977
0.0,Unf,0,1240,826,1240,2006
780.0,BLQ,410,390,240,800,1940
370.0,ALQ,626,170,566,796,1936
0.0,BLQ,75,230,299,1096,1969
0.0,GLQ,662,186,420,848,2004
0.0,GLQ,495,495,299,990,1994
0.0,ALQ,656,602,528,1258,1971
0.0,ALQ,824,216,308,1040,1963
0.0,,0,1459,527,1459,2002
0.0,,553,698,461,1251,1964
807.0,ALQ,592,99,409,691,1995
0.0,GLQ,747,189,564,936,1992
546.0,BLQ,334,212,286,546,1973
871.0,Unf,0,1082,1043,1082,2005
739.0,Unf,0,970,380,970,2004
0.0,GLQ,1039,208,550,1247,2005
0.0,None,0,0,400,0,1950
628.0,BLQ,510,90,462,600,1999
304.0,Rec,423,758,576,1181,1925
0.0,GLQ,661,203,884,864,1965
0.0,BLQ,248,448,308,936,1956
0.0,GLQ,24,1290,440,1314,2006
582.0,Unf,0,684,0,684,1914
0.0,Unf,0,1074,461,1074,1986
567.0,BLQ,672,0,240,672,1936
,ALQ,704,567,478,1271,1978
0.0,Rec,290,0,246,290,1920
0.0,BLQ,412,251,280,950,1971
0.0,,588,422,254,1010,1960
0.0,ALQ,655,0,539,655,1959
672.0,Unf,0,630,440,630,1970
,GLQ,1032,431,712,1463,1994
0.0,GLQ,738,172,719,910,1990
1134.0,Unf,0,868,422,868,2006
742.0,Unf,0,924,463,924,2000
0.0,GLQ,1039,797,862,1836,2004
885.0,GLQ,219,554,431,773,1995
866.0,,403,400,483,803,1976
0.0,GLQ,708,108,308,816,1957
0.0,BLQ,643,365,240,1008,1953
0.0,Rec,415,418,326,833,1954
0.0,GLQ,1004,730,928,1734,2007
640.0,GLQ,353,55,527,408,2002
0.0,BLQ,702,192,450,894,1967
580.0,Unf,0,533,300,533,1958
0.0,LwQ,369,671,286,1040,1959
0.0,Unf,0,1012,308,1012,1920
0.0,GLQ,24,1528,782,1552,2005
0.0,Unf,0,672,288,672,1956
0.0,Unf,0,698,0,698,1947
670.0,Unf,0,384,392,384,1992
0.0,Unf,0,1005,672,1005,1955
0.0,Unf,0,1373,660,1373,2007
0.0,GLQ,1300,230,630,1530,2004
1112.0,Unf,0,847,434,847,2004
0.0,GLQ,936,0,672,936,1980
653.0,BLQ,622,500,576,1122,1928
0.0,BLQ,212,762,0,974,1991
1032.0,Unf,0,1008,205,1008,1880
878.0,GLQ,584,544,466,1128,1995
684.0,Unf,0,916,460,916,1997
0.0,Unf,0,960,180,960,1926
220.0,BLQ,280,752,288,1032,1950
240.0,Unf,0,780,0,780,1875
0.0,ALQ,1567,0,714,1567,1977
0.0,BLQ,645,270,495,915,1920
0.0,ALQ,852,100,840,952,1951
780.0,ALQ,381,399,484,780,1976
1362.0,GLQ,1150,316,1052,1466,2006
0.0,GLQ,288,718,0,1006,1959
252.0,BLQ,348,324,280,672,1941
534.0,Unf,0,1042,225,1042,1928
,GLQ,1258,40,403,1298,1985
704.0,Rec,275,429,234,704,1941
539.0,Unf,0,572,288,572,1926
650.0,ALQ,624,26,324,650,1920
0.0,Unf,0,932,306,932,1950
0.0,,176,1290,528,1466,1959
,ALQ,296,230,470,1073,1956
0.0,,538,278,432,816,1930
918.0,ALQ,454,410,492,864,1965
0.0,ALQ,1157,280,528,1437,1976
0.0,ALQ,633,586,502,1219,1965
0.0,GLQ,904,410,626,1314,2007
0.0,Unf,0,1580,830,1580,2007
933.0,ALQ,442,459,540,901,1974
601.0,,311,544,440,855,1978
0.0,BLQ,728,568,924,1296,1954
0.0,BLQ,492,402,450,894,1968
0.0,,1198,0,400,1198,1969
0.0,ALQ,680,289,588,1360,1978
0.0,Unf,0,1502,644,1502,2009
0.0,Unf,0,1694,776,1694,2008
712.0,GLQ,786,173,472,959,2000
872.0,Rec,626,501,540,1127,1935
1796.0,GLQ,1387,543,807,1930,1995
0.0,ALQ,522,574,358,1096,1977
0.0,ALQ,662,599,433,1261,1958
625.0,Unf,0,625,625,625,2006
971.0,Rec,152,977,0,1598,1946
1175.0,Rec,503,449,360,952,1932
743.0,GLQ,700,983,541,1683,1992
0.0,ALQ,658,218,264,876,1984
406.0,Rec,468,350,210,818,1926
523.0,Unf,0,731,186,731,1921
0.0,,0,0,0,0,1954
1216.0,LwQ,1216,0,693,1216,1990
0.0,GLQ,1480,120,482,1600,2008
2065.0,GLQ,2096,300,813,2396,1996
,,821,299,720,1120,1920
0.0,Rec,1159,413,995,1572,1963
272.0,BLQ,392,392,392,784,1924
685.0,BLQ,440,538,420,978,1900
0.0,GLQ,1456,168,757,1624,1994
829.0,Unf,0,831,493,831,2002
776.0,Unf,0,994,442,994,1999
0.0,BLQ,1159,90,1356,1249,1961
677.0,Unf,0,776,492,776,1999
630.0,Unf,0,702,250,702,1925
0.0,GLQ,883,341,402,1224,1999
689.0,ALQ,371,292,299,663,1969
728.0,Unf,0,728,400,728,2005
984.0,Unf,0,879,660,879,2006
875.0,Unf,0,815,225,815,1916
0.0,Unf,0,1212,573,1212,2001
0.0,Rec,547,504,459,1051,1963
0.0,Unf,0,864,280,864,1970
913.0,Unf,0,866,546,866,1998
464.0,,0,884,216,884,1925
0.0,,0,1630,451,1630,2000
0.0,ALQ,788,268,495,1056,1975
0.0,ALQ,485,1496,701,2158,1990
0.0,Rec,1056,0,384,1056,1966
0.0,GLQ,340,1342,544,1682,2003
0.0,Rec,504,319,506,931,1962
0.0,GLQ,1220,440,500,1660,2006
790.0,Unf,0,1055,462,1055,1992
672.0,GLQ,427,132,492,559,1988
0.0,Rec,344,328,234,672,1941
0.0,GLQ,648,0,364,648,1965
0.0,BLQ,784,141,300,925,1962
0.0,Rec,180,340,384,894,1966
584.0,None,0,0,539,0,1978
0.0,GLQ,936,364,552,1300,2009
,None,0,0,0,0,1947
546.0,,0,672,0,672,1971
0.0,Rec,312,0,288,912,1964
0.0,BLQ,250,210,322,952,1968
678.0,Rec,196,844,315,1040,1949
0.0,LwQ,756,1380,528,2136,1951
702.0,GLQ,724,64,388,788,2004
0.0,GLQ,507,81,264,588,1958
1039.0,Unf,0,894,668,894,2007
0.0,ALQ,595,317,576,912,1965
0.0,GLQ,1540,162,1052,1702,2008
0.0,ALQ,666,409,404,1075,1960
1259.0,GLQ,498,652,600,1361,1977
0.0,ALQ,803,303,540,1106,1962
0.0,None,0,0,462,0,1962
,Rec,1000,188,531,1188,1959
940.0,Unf,0,940,0,940,1911
892.0,Unf,0,747,180,747,1914
862.0,Unf,0,764,474,764,2003
1101.0,Unf,0,847,434,847,2004
0.0,Unf,0,1141,484,1141,2005
0.0,GLQ,428,1048,472,1476,2006
884.0,GLQ,550,334,543,884,2003
0.0,Unf,0,1689,954,1689,2007
0.0,GLQ,885,0,528,1053,1974
0.0,GLQ,1386,690,850,2076,2006
725.0,Unf,0,792,400,792,1929
728.0,Unf,0,585,477,585,1984
797.0,Unf,0,756,615,756,2005
0.0,GLQ,539,473,888,1012,1976
924.0,Rec,319,416,396,735,1917
0.0,BLQ,534,246,276,876,1950
0.0,ALQ,1065,1045,522,2110,1968
0.0,Unf,0,1405,478,1405,2003
0.0,,510,354,288,864,1968
651.0,LwQ,125,36,518,1192,1974
896.0,Unf,0,746,397,746,2003
408.0,LwQ,425,459,560,884,1931
0.0,GLQ,1314,672,691,1986,1994
0.0,Unf,0,864,0,864,1922
0.0,GLQ,655,201,400,856,2005
0.0,ALQ,602,14,460,1054,1969
783.0,Unf,0,841,502,841,1999
0.0,Rec,504,546,338,1050,1956
684.0,Unf,0,1104,304,1104,1957
764.0,Unf,0,764,520,764,1919
0.0,GLQ,266,1139,511,1405,1998
739.0,GLQ,450,241,506,691,1999
925.0,Unf,0,925,308,925,1910
0.0,Unf,0,2002,746,2002,2008
1479.0,Rec,192,536,1014,728,1935
650.0,BLQ,460,414,315,874,1958
192.0,GLQ,1258,74,586,1332,1979
0.0,Unf,0,1489,462,1489,1968
0.0,BLQ,560,0,288,935,1965
0.0,ALQ,719,300,312,1019,1959
589.0,Unf,0,661,552,661,1910
992.0,Rec,220,708,400,928,1948
660.0,BLQ,593,130,497,723,1972
0.0,ALQ,528,1152,480,1680,1967
903.0,GLQ,804,324,577,1128,2002
430.0,Unf,0,698,528,698,1920
0.0,GLQ,788,785,544,1573,2002
0.0,ALQ,1053,256,484,1309,1990
0.0,LwQ,532,364,484,1040,1977
912.0,Unf,0,912,0,912,1971
748.0,Unf,0,804,336,804,1919
587.0,Unf,0,780,280,780,1939
0.0,ALQ,569,678,528,1328,1963
0.0,Rec,812,812,390,1624,1964
0.0,GLQ,1158,343,499,1501,2000
850.0,Unf,0,1085,753,1085,2006
0.0,GLQ,1014,138,484,1152,1964
672.0,ALQ,231,399,264,630,1972
994.0,Unf,0,994,432,994,1892
832.0,GLQ,194,638,528,832,1976
0.0,Rec,167,697,572,864,1955
0.0,,1016,36,288,1052,1968
0.0,ALQ,776,344,525,1120,1963
0.0,GLQ,547,0,525,547,2005
950.0,GLQ,5644,466,1418,6110,2008
0.0,LwQ,340,0,305,1246,1959
978.0,GLQ,694,284,490,978,1999
741.0,BLQ,547,224,213,771,1942
1323.0,GLQ,740,425,844,1165,1994
0.0,Unf,0,1616,834,1616,2005
732.0,Unf,0,976,380,976,2004
0.0,GLQ,1572,80,840,1652,2006
0.0,Unf,0,1368,474,1368,2005
0.0,ALQ,746,244,480,990,1994
,GLQ,144,172,528,924,1948
0.0,GLQ,1200,78,496,1278,1991
0.0,GLQ,1406,496,567,1902,1959
0.0,GLQ,925,349,508,1274,2005
1357.0,GLQ,482,971,750,1453,1990
1177.0,Unf,0,1393,779,1393,1999
0.0,Rec,732,216,280,948,1954
1020.0,ALQ,500,176,576,952,1969
0.0,Unf,0,1622,860,1622,2008
0.0,Unf,0,1352,466,1352,2006
0.0,,0,1753,748,1753,2001
0.0,ALQ,492,372,248,864,1954
0.0,ALQ,189,628,442,1478,1957
,None,0,0,287,0,1949
862.0,GLQ,674,76,564,750,1992
0.0,LwQ,280,140,0,420,1940
0.0,Unf,0,1795,895,1795,2006
0.0,Unf,0,796,0,796,1922
0.0,Rec,544,0,0,544,1931
0.0,ALQ,641,175,264,816,1982
1208.0,LwQ,493,1017,520,1510,1920
,Unf,0,935,462,935,1998
0.0,Unf,0,1588,825,1588,2006
0.0,ALQ,483,428,576,911,1976
0.0,ALQ,690,126,288,816,1938
557.0,Unf,0,803,297,803,1938
600.0,LwQ,765,0,440,765,1970
0.0,ALQ,686,664,630,1350,1977
0.0,Unf,0,1656,506,1656,1973
0.0,,0,693,0,693,1941
941.0,GLQ,700,216,492,916,2002
0.0,Rec,360,504,288,864,1972
0.0,Unf,0,858,480,858,1971
0.0,GLQ,814,300,576,1114,2003
885.0,,0,1284,647,1284,2002
741.0,Unf,0,896,342,896,1928
728.0,Unf,0,728,440,728,2006
0.0,ALQ,250,710,308,960,1920
0.0,BLQ,297,1203,508,1568,1968
0.0,GLQ,80,1652,712,1732,2006
,GLQ,1443,39,514,1482,1998
1215.0,LwQ,259,425,0,684,1872
1296.0,LwQ,500,748,968,1248,1969
858.0,Rec,319,539,490,858,1962
390.0,Unf,0,698,624,698,1937
1185.0,,816,1217,666,2033,1995
873.0,GLQ,735,257,839,992,2000
698.0,Unf,0,570,487,570,1968
0.0,Rec,340,524,264,864,1966
0.0,GLQ,734,344,500,1078,1971
804.0,GLQ,378,378,440,756,2000
0.0,GLQ,1447,533,770,1980,2004
1611.0,Unf,0,612,621,612,1921
0.0,ALQ,1274,256,430,1530,2005
457.0,Unf,0,715,368,715,1920
796.0,Unf,0,616,432,616,2006
600.0,Unf,0,600,480,600,2005
860.0,GLQ,533,281,663,814,2000
908.0,GLQ,633,240,588,873,1999
550.0,ALQ,548,36,336,757,1977
0.0,GLQ,685,163,420,848,2003
0.0,BLQ,370,315,502,1657,2003
534.0,ALQ,315,420,338,840,1920
0.0,BLQ,831,161,377,992,1955
989.0,GLQ,975,133,583,1108,1998
0.0,GLQ,1282,1351,804,2633,2001
932.0,Unf,0,1026,936,1026,2005
0.0,,0,1571,722,1571,2007
0.0,,384,384,160,768,1930
620.0,,408,156,660,984,1941
504.0,BLQ,309,174,264,483,1973
640.0,,0,384,400,384,2006
0.0,Rec,203,661,200,864,1914
0.0,BLQ,865,340,550,1205,1970
764.0,Unf,0,596,576,596,1920
0.0,Unf,0,816,576,816,1918
560.0,Rec,204,356,280,560,1939
358.0,BLQ,735,61,240,796,1922
1392.0,,790,133,564,1392,1978
862.0,Rec,168,0,216,714,1916
0.0,GLQ,1320,426,758,1746,2006
349.0,ALQ,375,360,440,735,1941
0.0,GLQ,1400,125,541,1525,2000
0.0,Unf,0,1584,792,1584,1967
0.0,ALQ,769,95,288,864,1967
